study_hours,attendance_rate,assignments_completed,participation_score,parent_education,final_score,top_student
29.4,85.1,17,0.2,5,4912.92,1
22.1,83.0,3,6.9,2,4282.84,1
10.2,92.2,16,1.3,5,3649.63,0
47.8,79.0,4,8.3,3,4905.99,1
20.5,60.0,11,9.4,2,6054.93,1
27.0,50.7,11,9.1,3,6262.29,1
1.3,60.0,10,2.7,4,166.5,0
18.3,72.8,0,4.6,4,3445.28,0
45.6,85.3,8,9.4,1,6027.83,1
27.3,50.8,0,8.2,2,5630.46,1
46.5,94.6,7,0.3,4,1276.01,0
25.8,92.2,0,7.8,1,2999.6,0
16.3,54.6,15,3.6,3,2112.58,0
38.4,57.2,14,0.4,3,1964.99,0
38.5,80.7,1,5.9,5,3335.23,0
8.8,64.0,2,8.9,3,6317.91,1
24.3,83.7,3,6.8,2,3474.6,0
31.5,81.5,13,9.8,4,4113.9,1
21.0,57.0,3,3.8,1,2029.25,0
14.5,52.7,9,8.0,5,5979.66,1
43.0,87.7,9,3.8,4,2946.29,0
38.8,68.7,2,3.4,2,2286.97,0
43.0,88.8,4,7.4,1,5276.56,1
30.9,84.3,7,5.8,2,5075.9,1
49.9,93.8,9,1.6,2,1848.27,0
40.2,77.6,8,8.8,3,6011.78,1
35.1,87.3,15,4.0,4,4553.86,1
25.6,76.0,9,8.8,5,4244.16,1
10.2,69.3,8,1.5,5,1872.68,0
9.3,60.1,7,6.5,1,5428.07,1
27.0,60.1,9,3.7,3,3298.55,0
24.6,57.1,10,9.3,1,6103.98,1
11.5,88.3,5,6.0,4,3182.04,0
3.5,75.2,16,2.4,3,5065.61,1
19.5,67.7,6,2.3,3,2744.1,0
7.8,88.0,8,0.8,2,2153.71,0
42.6,75.6,7,6.6,5,5688.75,1
16.1,80.4,14,7.7,1,5874.45,1
42.7,70.5,14,9.9,3,3333.7,0
18.9,54.9,14,6.2,3,3648.29,0
3.1,57.7,19,7.4,4,4349.22,1
38.4,97.2,15,8.0,1,5610.36,1
44.1,55.2,1,9.8,5,6272.0,1
33.7,68.8,1,5.4,4,4499.81,1
23.1,94.5,19,1.5,3,903.93,0
17.4,86.1,14,2.4,1,2810.09,0
35.5,94.2,3,3.4,1,3406.46,0
20.8,56.2,12,7.9,1,5777.96,1
39.6,68.0,15,8.2,3,5176.43,1
0.1,58.9,1,7.4,2,5390.72,1
47.3,80.9,5,6.5,2,3268.39,0
35.2,66.8,3,9.5,1,5646.81,1
1.5,77.9,7,7.4,4,6188.37,1
13.8,68.0,10,2.6,4,3550.43,0
32.6,90.2,10,2.4,4,2965.64,0
20.5,78.6,17,9.7,2,5941.97,1
12.4,72.0,18,2.9,2,3361.08,0
34.0,91.6,12,5.9,3,4370.19,1
32.2,81.7,14,2.3,5,3675.69,0
43.4,91.9,8,1.8,1,723.15,0
32.5,91.2,10,8.1,1,3979.12,1
35.7,99.0,12,7.8,5,5930.95,1
48.8,81.3,14,7.5,5,6265.6,1
22.0,89.3,10,6.2,2,4695.6,1
49.5,98.8,7,4.6,1,3449.93,0
40.0,87.0,2,6.3,3,4807.52,1
10.6,54.4,15,5.4,4,3396.67,0
5.2,91.4,14,7.0,4,5786.36,1
42.8,93.3,8,7.7,3,4048.89,1
44.0,69.5,15,7.5,1,4367.24,1
0.6,83.6,19,0.1,4,2149.07,0
37.3,51.5,6,8.8,2,5565.46,1
20.1,95.0,18,3.5,4,3164.18,0
8.7,86.2,7,9.1,5,7247.02,1
0.3,98.2,18,8.2,5,3905.36,1
21.0,62.8,6,2.8,1,3105.16,0
13.7,53.2,13,9.9,5,7947.27,1
10.0,73.5,13,6.3,1,2623.84,0
18.5,68.4,8,3.3,3,759.12,0
44.3,80.3,1,1.9,4,1802.74,0
47.9,76.1,17,0.0,1,1197.59,0
24.2,87.0,19,2.7,5,2556.16,0
8.5,71.2,1,1.3,5,16.9,0
43.5,50.3,3,7.3,1,3813.46,0
29.6,99.3,7,1.7,4,1411.77,0
43.6,72.2,16,1.3,3,2885.61,0
14.0,92.6,9,9.4,5,5971.84,1
3.2,68.1,16,7.8,2,4310.45,1
43.5,63.3,5,9.1,2,4441.1,1
36.1,54.0,4,9.6,5,4938.0,1
11.9,64.6,7,2.0,1,2536.06,0
14.6,83.5,1,0.6,3,1077.75,0
28.3,80.1,0,2.5,3,946.28,0
23.2,62.8,10,0.9,5,3403.68,0
36.8,73.9,5,7.2,1,5657.15,1
25.9,66.7,5,6.0,4,4082.95,1
0.7,69.6,5,7.3,3,3614.41,0
19.2,92.5,11,6.2,4,3107.6,0
27.6,96.3,13,5.7,4,4179.07,1
19.9,75.2,11,6.9,4,5619.0,1
46.0,85.9,12,0.8,5,3150.31,0
9.9,70.1,0,7.4,2,6533.73,1
49.3,69.7,14,3.9,1,1448.99,0
16.3,76.7,18,9.3,2,6848.56,1
38.1,61.3,19,0.7,1,807.95,0
24.3,68.6,17,7.3,2,5450.05,1
31.9,77.6,14,4.1,4,4368.79,1
6.3,87.9,15,4.3,2,3313.2,0
26.1,67.9,9,4.9,5,3226.57,0
29.2,61.9,13,3.6,3,3384.94,0
32.7,75.9,13,4.5,4,4987.61,1
12.8,57.5,15,8.4,1,6767.2,1
4.1,73.6,11,2.1,2,2544.7,0
12.1,98.5,18,0.7,2,2635.27,0
21.6,95.6,12,6.6,4,5279.02,1
32.4,58.3,14,8.1,4,6007.48,1
5.9,95.9,4,5.5,1,5145.69,1
24.5,60.4,8,1.3,2,1849.99,0
29.8,57.8,18,7.1,2,6700.03,1
21.6,94.1,15,6.5,1,4278.59,1
47.9,80.4,4,0.8,1,2601.55,0
44.0,80.8,9,3.2,5,3160.09,0
40.2,68.4,17,7.9,1,5982.21,1
35.6,50.1,11,2.4,5,2536.73,0
41.4,91.9,8,4.2,1,1539.65,0
38.0,72.1,0,7.4,2,5220.4,1
39.6,55.9,2,6.7,2,4215.66,1
27.5,84.2,18,5.6,5,5571.17,1
8.9,55.1,15,6.4,2,5135.87,1
45.2,83.0,0,3.3,4,3161.08,0
44.0,83.5,11,2.0,1,2805.29,0
39.7,90.7,17,6.8,2,4301.28,1
22.3,55.4,5,4.4,5,3676.01,0
6.9,77.7,14,7.1,2,3928.6,1
10.3,97.5,12,3.5,3,4548.71,1
46.0,93.0,15,9.2,2,5272.15,1
23.1,66.2,8,3.6,2,4108.36,1
7.6,75.1,4,3.4,4,2837.27,0
12.2,51.8,6,6.4,4,4672.77,1
47.8,85.8,7,7.6,2,4336.06,1
29.0,57.9,5,2.1,5,1038.62,0
7.1,69.7,6,2.3,4,3212.66,0
36.4,92.3,16,8.0,1,5984.51,1
46.0,56.4,4,1.3,4,940.56,0
13.2,64.2,7,8.7,1,6286.86,1
37.6,86.9,1,3.4,4,2125.16,0
35.4,75.7,9,3.0,4,2732.13,0
35.4,54.4,14,4.5,5,2659.96,0
41.0,61.1,10,3.7,2,5115.98,1
8.3,92.7,13,0.6,1,123.58,0
18.7,51.6,18,5.1,2,3892.9,1
28.1,63.0,12,7.8,2,4818.97,1
1.3,75.2,0,9.8,4,6671.98,1
15.3,84.6,15,0.1,3,2360.2,0
13.7,65.1,4,0.6,4,2529.68,0
45.1,75.8,12,9.9,1,6319.08,1
45.0,74.1,10,8.1,3,5782.6,1
5.0,54.0,3,9.8,5,7177.68,1
48.4,99.7,6,6.7,4,5086.89,1
6.5,71.3,6,0.5,1,1639.71,0
45.9,97.9,17,1.0,5,2394.71,0
39.0,65.6,7,9.9,4,6975.59,1
31.5,84.7,10,7.1,4,4202.54,1
16.0,95.2,14,2.9,5,3543.61,0
1.0,81.7,15,7.6,1,5079.65,1
35.4,99.5,15,8.9,5,4993.34,1
27.2,62.0,1,5.2,1,2245.67,0
8.1,83.8,2,7.4,3,3763.68,0
41.9,72.7,7,2.5,2,1976.43,0
23.9,96.1,10,5.8,4,4410.47,1
10.3,66.0,3,4.2,3,2817.68,0
20.7,94.4,13,7.7,1,5059.16,1
8.8,57.5,0,0.0,5,0.0,0
21.8,82.3,14,7.0,1,4279.32,1
21.9,94.6,9,9.8,3,7318.22,1
27.1,57.0,5,3.6,5,3143.56,0
1.6,97.2,13,7.2,2,6132.96,1
4.5,65.4,13,9.2,2,5447.49,1
13.5,79.8,9,0.3,2,0.0,0
37.4,66.0,5,4.5,3,4035.91,1
7.1,65.3,18,3.2,4,2205.92,0
23.0,61.7,11,5.4,2,2175.87,0
30.7,64.5,10,7.1,5,5816.27,1
27.5,79.6,15,1.6,3,2385.15,0
14.7,91.1,0,4.2,3,1881.74,0
42.8,73.0,19,6.1,1,4165.31,1
31.5,70.9,12,7.6,3,5591.64,1
43.2,69.7,7,8.2,4,6787.49,1
40.8,95.5,9,0.2,2,2498.79,0
1.4,82.5,18,4.6,1,2879.28,0
19.3,57.6,15,6.7,4,6727.63,1
32.5,91.4,7,8.6,2,6419.37,1
48.3,70.3,13,5.3,3,4807.71,1
19.6,80.6,1,1.5,5,645.22,0
30.9,75.3,15,2.2,5,3320.5,0
12.6,58.7,0,7.3,2,5312.35,1
2.8,88.6,2,9.1,3,6687.06,1
15.7,86.7,8,5.4,5,4059.6,1
15.4,57.3,9,0.1,3,397.57,0
29.7,54.9,15,7.9,5,5881.4,1
5.6,71.0,16,0.5,1,1942.61,0
0.5,74.6,0,8.5,1,5839.31,1
44.0,80.4,0,3.1,3,2797.01,0
49.7,92.5,2,3.1,3,2548.55,0
30.8,91.8,18,6.6,3,4877.35,1
48.4,64.5,4,8.2,1,4511.02,1
1.5,86.8,9,9.7,1,4986.34,1
31.4,58.6,4,1.5,1,1343.22,0
11.8,59.0,1,6.5,4,5178.53,1
16.3,56.5,0,3.7,5,2577.94,0
9.3,58.3,5,2.8,4,3113.08,0
24.8,90.1,5,6.1,1,4010.23,1
45.2,92.1,15,8.1,2,5025.66,1
12.2,61.8,8,7.2,2,2741.08,0
12.0,78.1,7,7.4,2,5560.37,1
42.1,50.6,19,3.8,3,2646.0,0
42.2,95.1,19,9.4,2,6637.53,1
12.9,83.1,12,2.6,1,3344.28,0
3.8,81.0,17,7.2,2,5031.93,1
43.9,76.7,15,3.9,2,1861.8,0
2.9,65.6,17,3.4,3,3086.54,0
25.3,87.7,7,6.4,4,4753.48,1
40.7,74.0,16,1.6,2,1162.96,0
43.5,68.6,3,9.3,3,6061.1,1
15.4,66.3,18,1.8,1,2415.61,0
33.7,74.9,18,6.6,5,4075.66,1
34.6,61.1,15,3.8,5,3745.15,0
37.1,67.3,16,8.7,4,7830.4,1
8.3,67.0,16,1.0,1,1989.32,0
26.6,77.7,11,4.8,2,3745.58,0
21.5,93.2,4,4.3,5,2841.52,0
25.4,93.1,6,7.3,3,5787.75,1
39.0,61.6,19,1.4,4,2864.61,0
15.3,65.7,4,5.4,2,2236.5,0
27.2,59.0,14,9.3,2,6904.58,1
6.4,58.9,12,9.6,1,4966.51,1
30.4,84.7,13,7.9,5,6521.13,1
45.8,71.6,15,7.9,5,6028.25,1
17.8,87.7,7,8.8,2,5812.29,1
0.8,83.6,6,1.9,2,1811.95,0
49.4,67.8,4,3.1,4,5333.78,1
9.0,89.7,7,1.1,2,2428.12,0
13.7,67.3,17,6.3,5,7245.8,1
24.1,81.2,7,1.2,3,1924.88,0
32.4,52.0,10,9.4,3,6138.27,1
38.6,72.1,17,8.2,2,6525.08,1
31.0,80.2,5,1.9,4,2796.71,0
28.8,89.4,15,1.1,4,476.03,0
23.3,70.4,8,6.0,1,2743.78,0
40.8,93.7,8,5.3,1,4401.42,1
35.8,65.9,14,4.0,2,3067.74,0
26.4,55.2,17,8.4,5,5241.71,1
34.9,62.4,19,4.6,1,3615.9,0
26.4,97.1,14,6.8,3,3768.77,0
45.7,72.5,15,3.4,3,4109.12,1
6.3,77.2,9,9.3,1,5055.52,1
14.6,88.7,14,3.6,4,5090.08,1
48.4,86.5,13,3.4,2,1405.17,0
3.2,62.7,19,6.5,1,2911.11,0
48.6,80.2,2,6.9,3,5244.89,1
44.2,67.5,7,2.0,4,1816.39,0
42.4,87.0,1,0.5,2,0.0,0
16.5,99.5,9,2.3,1,2247.53,0
37.7,72.0,4,6.7,1,3038.87,0
25.4,58.4,15,9.6,5,7800.6,1
21.2,59.6,3,4.6,4,4317.65,1
0.4,89.6,0,9.9,1,7130.65,1
4.1,88.2,8,9.6,4,7026.38,1
20.8,68.1,13,8.6,4,6999.73,1
44.9,85.8,12,7.8,2,4462.71,1
49.7,98.3,12,0.9,3,1524.74,0
2.5,56.3,12,0.9,5,2645.86,0
32.2,85.3,19,0.5,1,1852.27,0
11.9,54.3,12,0.4,4,2136.4,0
19.5,82.0,9,3.2,1,336.06,0
20.4,92.8,12,1.4,3,1167.64,0
34.3,93.8,13,2.6,3,3563.87,0
35.9,58.3,1,0.1,2,2208.47,0
16.9,87.4,16,8.4,2,5568.75,1
12.7,59.4,9,8.1,2,4098.6,1
10.3,56.2,10,3.2,2,2623.89,0
21.4,69.8,2,6.3,5,4181.5,1
30.2,91.5,9,0.1,2,1437.91,0
33.5,76.8,16,9.4,1,6547.87,1
32.2,62.7,3,3.1,4,3620.68,0
19.0,52.3,6,2.6,4,4444.92,1
22.4,93.3,18,0.2,3,646.81,0
31.6,79.2,3,5.2,2,2148.69,0
8.8,96.7,18,2.4,1,2290.02,0
27.8,67.6,14,1.8,3,2773.71,0
9.5,60.3,6,7.0,1,4839.08,1
32.3,90.6,3,3.3,5,2913.1,0
15.6,54.2,11,6.1,4,6657.79,1
13.2,89.0,10,3.4,3,2597.64,0
45.7,73.2,16,1.1,2,1217.69,0
19.4,69.7,19,3.5,5,5645.59,1
13.9,68.8,15,2.6,2,1603.48,0
31.1,77.4,10,4.3,4,3975.44,1
0.5,70.1,17,2.0,2,3348.26,0
3.6,90.1,5,0.4,4,1497.21,0
43.1,87.5,2,2.3,3,3607.27,0
49.0,55.7,12,8.9,1,5186.67,1
24.6,72.1,15,1.3,4,3239.79,0
36.6,61.2,9,2.9,1,2981.98,0
47.9,59.4,4,8.3,1,3491.09,0
45.3,76.8,7,3.6,2,4358.4,1
13.9,52.5,12,2.6,3,2710.31,0
38.8,58.5,9,2.0,4,2446.53,0
2.9,51.6,18,4.9,5,4185.34,1
28.6,82.1,3,9.0,5,5542.07,1
12.9,83.9,14,9.2,4,4873.56,1
47.2,64.1,14,9.4,2,3646.96,0
39.7,73.7,15,0.5,2,2912.07,0
18.9,98.4,4,8.4,2,4957.27,1
34.7,98.1,10,4.5,4,3199.25,0
29.8,86.3,17,4.6,2,3076.51,0
44.5,71.1,10,1.5,3,1409.67,0
24.7,83.3,16,2.8,2,1655.25,0
44.8,72.8,6,9.0,1,5116.44,1
28.8,74.3,11,0.1,3,1531.4,0
36.8,80.5,7,3.9,1,2026.67,0
22.5,82.6,1,3.2,2,1215.77,0
33.2,68.8,5,5.4,2,3206.66,0
18.4,77.2,7,0.4,2,3026.46,0
31.0,64.9,16,5.5,3,6083.51,1
29.0,56.4,0,1.7,3,748.66,0
9.5,70.6,16,0.4,1,2505.54,0
17.5,70.6,0,3.1,5,2573.33,0
12.5,82.3,15,6.3,4,5946.54,1
25.6,86.5,0,9.1,3,4681.87,1
17.6,53.2,0,7.5,4,7574.53,1
28.8,92.7,12,9.2,5,5702.54,1
43.0,50.2,11,7.1,5,5514.04,1
13.9,56.3,18,8.6,3,3458.68,0
22.6,52.4,10,0.3,5,955.05,0
26.5,64.9,1,9.1,5,6517.8,1
30.1,66.5,9,4.4,5,1821.41,0
36.2,66.6,15,7.9,3,4871.67,1
45.4,96.7,16,8.8,5,6958.26,1
28.7,56.3,4,6.4,1,3165.74,0
1.4,53.1,11,8.9,5,6855.83,1
3.2,63.1,13,9.7,4,5229.72,1
40.7,51.6,3,5.2,5,5926.62,1
19.4,67.4,15,0.6,5,457.29,0
14.2,93.0,8,4.8,4,4795.8,1
8.7,74.9,0,0.3,2,2309.21,0
16.2,93.4,16,6.3,3,3608.07,0
36.6,96.7,14,10.0,2,5804.62,1
21.6,77.9,19,6.2,1,3685.96,0
39.9,81.2,12,3.1,3,4925.84,1
17.4,82.1,0,7.1,1,4506.93,1
33.7,90.6,12,1.9,5,4492.82,1
8.7,50.4,16,4.6,1,1645.93,0
5.1,64.7,16,8.7,3,6016.49,1
11.6,56.2,5,9.8,3,7495.54,1
30.7,84.2,10,5.7,4,6766.44,1
47.6,63.2,11,8.5,5,5648.74,1
49.1,60.9,9,1.0,2,1534.94,0
32.3,80.8,15,2.0,2,3168.3,0
12.7,79.1,1,1.1,3,452.2,0
3.9,85.9,10,0.6,5,342.44,0
49.6,51.6,11,8.7,5,6702.01,1
11.6,58.3,17,6.0,3,3591.75,0
15.4,65.8,1,0.2,2,0.0,0
11.9,73.5,13,0.1,4,1771.87,0
4.7,99.3,5,1.5,5,2125.86,0
16.7,78.2,11,3.3,4,3403.26,0
17.4,86.8,18,5.8,3,5717.35,1
3.0,53.2,13,2.7,2,2427.48,0
25.0,78.3,2,9.5,1,5737.65,1
40.8,70.1,9,6.8,1,7983.44,1
7.3,67.5,17,4.2,5,4413.04,1
39.9,61.0,10,7.5,4,6980.31,1
20.5,97.3,4,1.0,2,302.83,0
8.5,68.9,11,0.1,4,2096.11,0
13.3,76.1,13,6.7,5,5429.52,1
38.3,80.7,10,6.0,2,5848.61,1
11.3,77.9,10,1.5,2,1862.09,0
32.8,73.3,19,0.3,2,0.0,0
46.7,89.2,8,8.5,4,6022.49,1
43.2,65.4,13,9.3,3,6250.04,1
41.9,78.8,10,5.0,1,3952.22,1
28.6,51.3,3,0.6,4,2121.97,0
12.9,90.6,10,1.8,3,2192.75,0
10.9,50.0,8,6.2,4,4157.22,1
4.0,69.1,5,3.2,2,1971.42,0
36.4,51.0,6,9.4,2,5676.34,1
8.2,69.6,13,0.6,5,2637.73,0
14.5,73.9,3,1.8,1,2871.91,0
42.2,75.7,11,0.5,4,2775.78,0
26.1,53.9,16,8.5,2,4274.63,1
25.1,96.0,1,7.1,4,5113.3,1
10.1,67.2,18,5.4,5,4816.16,1
46.1,55.4,18,7.8,5,4933.42,1
39.8,61.5,2,8.3,5,7151.98,1
4.0,79.6,10,0.6,5,3575.65,0
24.5,87.1,13,9.0,2,5915.97,1
0.4,66.5,19,1.6,3,1461.38,0
46.8,94.3,6,9.0,3,8150.59,1
36.2,93.2,7,9.8,3,6321.31,1
30.2,92.0,17,6.6,2,6149.23,1
17.3,99.3,17,1.7,4,2497.56,0
1.6,67.2,10,5.0,3,4904.85,1
6.1,66.1,3,9.8,2,6284.25,1
34.3,83.3,6,8.1,5,4741.38,1
38.8,75.1,5,7.8,1,4336.41,1
19.6,94.5,2,9.2,2,6181.56,1
24.7,79.2,13,3.2,1,6743.23,1
25.7,84.1,9,3.6,4,2025.66,0
11.5,70.1,13,0.3,5,1702.59,0
37.5,83.1,15,6.1,5,4187.79,1
42.0,61.0,0,3.3,4,2610.2,0
41.6,68.1,8,2.4,1,2059.75,0
7.6,61.9,2,4.2,5,3275.38,0
1.5,67.4,16,0.7,3,948.06,0
9.9,82.6,1,8.8,1,3373.88,0
22.7,73.7,19,0.5,2,1291.26,0
26.3,84.5,5,3.1,5,3397.32,0
22.3,99.9,5,9.8,5,6767.31,1
30.5,86.5,10,5.9,4,4111.03,1
48.7,95.2,10,4.8,1,4372.49,1
22.5,77.2,19,5.5,3,3085.75,0
28.8,53.1,12,0.8,1,2358.74,0
18.4,61.2,12,2.9,3,1331.07,0
2.3,85.8,7,5.2,1,3093.54,0
9.7,84.0,8,2.8,1,1577.74,0
8.7,87.5,4,5.5,5,4723.62,1
25.9,69.6,1,0.6,5,2473.13,0
13.9,74.6,15,4.5,3,3007.91,0
28.2,57.2,8,1.0,3,3105.15,0
3.4,62.3,14,0.7,3,1738.37,0
19.3,53.3,16,3.4,4,2398.59,0
4.9,98.0,14,2.7,1,3429.61,0
30.4,59.4,4,2.5,5,5138.55,1
35.6,96.9,10,3.8,5,4740.66,1
49.8,72.7,16,0.4,3,2939.65,0
45.6,95.3,1,2.4,4,2475.91,0
17.8,75.5,6,7.5,1,4639.79,1
16.2,95.6,6,8.3,1,5646.89,1
19.1,70.1,2,9.6,2,6153.73,1
47.8,92.1,15,2.8,1,3107.71,0
41.1,66.5,5,8.9,4,5334.08,1
11.6,58.7,1,1.3,3,1104.39,0
39.8,70.0,4,5.0,4,3284.8,0
26.7,95.1,4,9.3,3,4863.79,1
25.4,64.6,7,8.0,3,5630.64,1
43.3,74.7,14,1.3,2,1075.02,0
37.6,61.6,3,4.8,3,3086.42,0
9.2,95.4,13,9.3,2,6098.29,1
28.2,65.9,0,5.7,3,2919.63,0
16.4,93.1,18,7.1,3,5226.62,1
13.8,84.1,5,5.3,2,1764.77,0
42.1,75.9,18,4.6,2,3982.87,1
21.4,93.7,7,2.7,1,2138.87,0
40.3,87.4,13,3.0,1,2437.4,0
31.6,72.0,17,1.4,4,2818.23,0
34.8,69.6,4,5.0,1,4323.99,1
2.3,54.3,2,3.5,3,2902.28,0
32.1,90.2,18,3.4,4,6226.68,1
10.6,96.6,3,6.5,3,4329.7,1
39.5,54.2,17,6.3,1,4934.43,1
16.5,86.3,7,8.5,5,5102.26,1
5.7,58.9,16,8.1,2,5714.44,1
7.4,86.5,5,2.5,5,2976.85,0
31.7,73.0,19,9.0,1,4160.78,1
15.0,72.3,8,6.9,4,3962.57,1
6.1,74.7,15,9.5,5,6265.08,1
48.4,81.1,17,4.4,4,4438.74,1
29.9,73.6,7,3.1,1,0.0,0
35.6,61.9,14,4.5,5,6017.99,1
48.5,55.9,3,3.4,3,3595.75,0
31.9,90.1,8,8.5,5,6962.79,1
4.2,93.9,3,4.2,5,3477.98,0
18.4,93.1,0,8.1,5,6150.75,1
46.7,61.3,18,2.4,3,2852.68,0
17.0,72.9,12,2.3,4,1718.39,0
15.4,57.0,4,6.0,1,2678.05,0
44.4,53.0,17,0.6,4,2474.92,0
40.5,67.7,6,2.7,3,3222.74,0
46.1,69.7,2,6.8,4,5768.34,1
31.2,71.6,15,1.8,1,3705.57,0
3.2,77.5,13,3.6,2,3800.24,0
49.0,85.5,10,1.5,2,1269.83,0
14.2,54.9,16,1.3,3,1763.34,0
19.8,97.4,10,0.6,2,1917.05,0
18.6,72.6,1,7.5,1,4235.52,1
48.3,78.1,5,4.0,3,3508.0,0
33.8,72.0,5,2.0,1,953.05,0
19.1,66.0,9,5.1,1,4562.59,1
2.8,67.0,1,0.7,3,563.83,0
43.7,78.9,6,8.0,3,5265.74,1
46.2,69.7,5,9.2,4,3809.53,0
21.6,91.0,15,1.5,3,1727.96,0
27.2,64.4,15,1.6,3,3132.71,0
49.3,57.4,10,0.9,5,1012.38,0
13.6,73.1,19,3.6,4,5095.92,1
31.6,98.3,10,8.1,2,4310.86,1
26.2,71.1,3,7.3,4,5819.71,1
6.1,73.2,14,1.7,1,2573.28,0
30.4,64.1,2,9.1,5,7541.42,1
4.0,79.4,12,5.4,4,3113.04,0
18.7,59.3,15,3.9,3,3227.77,0
10.0,61.4,17,8.0,3,5151.55,1
5.7,62.4,12,9.0,1,7438.58,1
45.0,68.0,18,4.3,4,4837.94,1
14.9,72.5,16,5.9,4,3393.28,0
47.7,97.5,6,9.9,3,6279.82,1
48.1,98.5,1,2.6,2,3000.35,0
5.4,55.6,12,8.4,3,3097.23,0
42.1,86.8,3,3.4,4,3265.31,0
38.5,88.3,2,9.1,4,4339.63,1
48.4,71.5,1,0.4,3,2074.28,0
10.1,58.5,4,7.0,4,6081.18,1
24.4,53.4,16,8.9,4,5339.96,1
4.7,82.6,16,3.2,5,2431.37,0
34.3,63.7,12,2.8,5,2876.02,0
41.6,53.6,3,2.7,4,2218.16,0
46.0,84.1,6,6.6,4,5884.14,1
5.7,77.8,19,7.1,5,5349.75,1
49.9,88.0,7,4.3,4,3105.8,0
15.2,72.2,2,2.7,3,1435.53,0
12.6,85.9,2,3.8,2,1115.79,0
3.7,81.1,16,4.9,4,3472.33,0
17.7,84.7,17,4.2,2,3786.36,0
1.6,71.6,8,5.2,1,2939.35,0
5.8,99.0,11,5.9,2,3193.44,0
29.0,91.1,18,5.9,3,3267.24,0
45.0,79.0,5,0.2,3,2123.11,0
27.0,98.1,7,3.5,3,2420.78,0
36.1,82.7,15,6.6,3,5146.07,1
48.0,54.3,16,2.6,5,2182.67,0
23.7,94.6,8,3.9,4,5003.66,1
43.6,50.1,4,4.2,3,2029.36,0
5.9,56.4,7,4.4,3,2851.34,0
27.4,81.9,3,8.4,3,4762.91,1
12.8,99.6,0,0.1,3,243.75,0
23.6,77.7,17,2.0,4,4832.8,1
9.8,72.9,6,0.5,1,1658.82,0
20.3,56.5,5,4.2,3,3621.4,0
2.2,69.7,19,8.4,5,6676.81,1
14.0,99.2,15,3.7,5,3168.92,0
35.5,66.6,9,7.2,1,5498.39,1
32.8,96.7,5,8.5,2,5714.03,1
7.7,57.9,13,6.9,4,4654.01,1
11.9,72.4,3,1.0,4,1600.43,0
28.1,60.1,12,3.8,1,2736.38,0
18.1,99.3,13,8.9,2,4137.84,1
9.6,55.3,6,0.2,4,2452.78,0
19.5,69.6,7,9.2,2,4530.84,1
24.8,50.8,9,2.7,4,1272.64,0
36.4,77.4,17,3.6,4,2856.89,0
21.1,52.7,11,1.6,2,2457.99,0
22.7,87.5,14,1.9,2,1506.78,0
20.5,89.1,18,5.4,3,3686.06,0
0.8,61.5,9,2.0,3,2859.49,0
33.1,93.8,6,4.1,5,3266.8,0
41.9,72.6,1,4.2,3,1715.65,0
32.4,59.2,9,1.1,1,1846.62,0
41.4,88.3,12,9.0,1,4802.45,1
4.1,91.4,12,4.5,4,5154.62,1
32.0,79.6,19,2.8,4,4971.06,1
25.3,87.2,18,0.1,1,1230.92,0
26.9,86.5,6,6.7,2,6272.04,1
49.4,76.0,7,5.9,4,4532.26,1
5.9,97.7,17,7.4,5,7482.22,1
10.8,52.6,6,8.5,1,4919.77,1
33.0,93.3,14,2.8,3,4069.73,1
45.7,93.5,4,5.0,1,3778.01,0
33.7,70.4,11,6.2,4,2553.53,0
18.5,51.8,10,6.3,2,2352.37,0
42.5,84.3,1,9.7,1,5771.43,1
37.6,77.4,14,0.3,4,2892.88,0
41.0,87.1,14,1.1,2,774.15,0
5.6,78.2,16,6.3,2,4841.85,1
12.6,61.8,8,3.1,4,1345.26,0
49.4,87.5,12,3.8,5,3942.54,1
19.6,90.0,15,3.0,4,3934.27,1
33.0,57.5,3,4.9,5,1727.37,0
11.0,95.2,0,0.4,5,801.89,0
24.9,85.1,2,2.5,4,1542.23,0
12.4,88.4,10,9.0,3,6142.81,1
17.6,91.7,11,7.2,3,6617.87,1
38.4,67.6,12,8.0,4,5730.51,1
47.4,74.7,12,1.5,5,2200.52,0
2.9,60.9,12,2.2,2,3703.79,0
40.2,55.4,14,1.1,4,1959.76,0
10.3,61.1,14,8.9,3,6383.99,1
10.1,52.9,6,2.0,1,2314.36,0
42.4,73.4,1,3.7,2,2483.0,0
6.0,85.5,8,2.1,3,2770.98,0
44.4,72.5,8,6.4,4,5532.12,1
3.6,99.3,10,8.7,4,5951.38,1
7.7,72.5,14,7.4,4,5355.09,1
31.3,86.7,5,1.1,2,1144.39,0
20.3,84.3,10,3.1,2,1120.51,0
8.6,72.6,4,8.1,4,5190.46,1
23.0,78.0,15,9.6,1,4798.72,1
30.1,58.7,18,1.6,3,1296.11,0
1.3,55.3,2,3.8,5,2995.84,0
5.8,91.4,4,6.0,4,4384.25,1
33.5,96.3,14,8.8,1,4951.29,1
37.6,96.7,9,5.6,4,4548.42,1
28.5,79.2,7,5.4,5,4092.31,1
26.6,65.0,3,2.5,2,4187.73,1
14.4,50.1,9,1.2,3,3293.14,0
17.6,53.2,6,0.7,3,2469.7,0
16.9,82.1,4,7.5,2,3912.03,1
22.9,71.8,1,8.5,2,3914.07,1
